id	likesCount	profilePictureurl	ownerusername	statements	postUrl	comments	timestamp	label
Y29tbWVudDo5NzUxMjc3ODA2MzQ5MjBfMTQ0NTU3MDk1MjcxNzY4NQ==	1	https://scontent-mia3-1.xx.fbcdn.net/v/t39.30808-1/434401226_1893798011080477_5358457451583795471_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_ohc=83sWuQ_TWdsQ7kNvgGleGRi&_nc_ht=scontent-mia3-1.xx&oh=00_AYAQLG8IJR_e3CayYNqmLiJ1qaI99ki1ifCfphKJx58gXQ&oe=666BD0C7	Tessa SZ	"Pete Buttigieg, at today's press conference regarding the Baltimore Bridge collapse.  Speculated that it will cost the government, i.e. taxpayers unspecified amount of money to rebuild.

Now, let me wrap my wig around this little chestnut.....

WE DIDN'T DANAGE THE DAMN BALTIMORE BRIDGE! THAT WAS A CHINESE COMPANY THAT DID IT THE DAMAGE! LET THEM REPLACE IT.

Boy, you better slow your row! Granite City Steel can handle the job of gurter production, they need the work. American Made as it should be."	https://www.facebook.com/PeggyHubbardIL/posts/pfbid0cdFuyajNjALQ4vBWmQdsZTUg26afguDXzZ6JSKbDVGfHwURfacqYta488zGBDPCql	Governments you mean the taxpayers why should we have to pay for damage that that boat did don't they have insurance	2024-03-28T21:51:04.000Z	fake
Y29tbWVudDo5NzUxMjc3ODA2MzQ5MjBfNDMxNjkwNjA2MTk1MDk3	9	https://scontent-mia3-2.xx.fbcdn.net/v/t1.18169-1/1017302_10151755429578680_1342519274_n.jpg?stp=c0.2.32.32a_cp0_dst-jpg_p32x32&_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_ohc=WJXY7antzaMQ7kNvgGgAUyQ&_nc_ht=scontent-mia3-2.xx&oh=00_AYDsX-8OeyWv-Y0Kem0ZxVDCO0mCmuZvUBc5tgJS77Sh9A&oe=668D6267	Susie O'Connor Kelleher	"Pete Buttigieg, at today's press conference regarding the Baltimore Bridge collapse.  Speculated that it will cost the government, i.e. taxpayers unspecified amount of money to rebuild.

Now, let me wrap my wig around this little chestnut.....

WE DIDN'T DANAGE THE DAMN BALTIMORE BRIDGE! THAT WAS A CHINESE COMPANY THAT DID IT THE DAMAGE! LET THEM REPLACE IT.

Boy, you better slow your row! Granite City Steel can handle the job of gurter production, they need the work. American Made as it should be."	https://www.facebook.com/PeggyHubbardIL/posts/pfbid0cdFuyajNjALQ4vBWmQdsZTUg26afguDXzZ6JSKbDVGfHwURfacqYta488zGBDPCql	Who ever owns the barge should be paying the bill!	2024-03-28T01:04:59.000Z	fake
Y29tbWVudDo5NzUxMjc3ODA2MzQ5MjBfMTM4OTE3MTg4NTAxNDkyNQ==	11	https://scontent-mia3-2.xx.fbcdn.net/v/t39.30808-1/340675016_1410541422819974_751488490103821710_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_ohc=sKkrwEKkK9gQ7kNvgFiQXva&_nc_ht=scontent-mia3-2.xx&oh=00_AYAxvvc562u1kigVmu9wBZ5QWyfdcYFd4dolS_1OV6nzZA&oe=666BC226	Keith Elek	"Pete Buttigieg, at today's press conference regarding the Baltimore Bridge collapse.  Speculated that it will cost the government, i.e. taxpayers unspecified amount of money to rebuild.

Now, let me wrap my wig around this little chestnut.....

WE DIDN'T DANAGE THE DAMN BALTIMORE BRIDGE! THAT WAS A CHINESE COMPANY THAT DID IT THE DAMAGE! LET THEM REPLACE IT.

Boy, you better slow your row! Granite City Steel can handle the job of gurter production, they need the work. American Made as it should be."	https://www.facebook.com/PeggyHubbardIL/posts/pfbid0cdFuyajNjALQ4vBWmQdsZTUg26afguDXzZ6JSKbDVGfHwURfacqYta488zGBDPCql	The ship had no insurance?	2024-03-27T23:24:41.000Z	fake
Y29tbWVudDo5NzUxMjc3ODA2MzQ5MjBfNzY0NjMxODM1NjQ1MzQ1	9	https://scontent-mia3-1.xx.fbcdn.net/v/t39.30808-1/416727423_7066559220080088_6878108590813784825_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=111&ccb=1-7&_nc_sid=5f2048&_nc_ohc=60L6MLX3W0QQ7kNvgGNlz-h&_nc_ht=scontent-mia3-1.xx&oh=00_AYBOvYuuWhtqjuie28Vz2O_1miO2kfEm1WgKJRTrxrlXyg&oe=666BCCFA	Anna Messina Moles	"Pete Buttigieg, at today's press conference regarding the Baltimore Bridge collapse.  Speculated that it will cost the government, i.e. taxpayers unspecified amount of money to rebuild.

Now, let me wrap my wig around this little chestnut.....

WE DIDN'T DANAGE THE DAMN BALTIMORE BRIDGE! THAT WAS A CHINESE COMPANY THAT DID IT THE DAMAGE! LET THEM REPLACE IT.

Boy, you better slow your row! Granite City Steel can handle the job of gurter production, they need the work. American Made as it should be."	https://www.facebook.com/PeggyHubbardIL/posts/pfbid0cdFuyajNjALQ4vBWmQdsZTUg26afguDXzZ6JSKbDVGfHwURfacqYta488zGBDPCql	Buttygig doesn’t have the slightest idea about running the transportation dept.  He is not even equipped to find his way home 😉	2024-03-28T02:24:42.000Z	fake
Y29tbWVudDo5NzUxMjc3ODA2MzQ5MjBfNDIzMTA0NTMzNjMxNjMx	33	https://scontent-mia3-2.xx.fbcdn.net/v/t39.30808-1/441462495_7750516068333835_375857866273470522_n.jpg?stp=c0.0.32.32a_cp6_dst-jpg_p32x32&_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=-mZLB1_xaEEQ7kNvgHBqNLo&_nc_ht=scontent-mia3-2.xx&oh=00_AYAVkta_q5nXG0Om3tnLR-fa3KC_e3e7K5pQVdJVZHEw5w&oe=666BBE28	Victoria Applegate	"Pete Buttigieg, at today's press conference regarding the Baltimore Bridge collapse.  Speculated that it will cost the government, i.e. taxpayers unspecified amount of money to rebuild.

Now, let me wrap my wig around this little chestnut.....

WE DIDN'T DANAGE THE DAMN BALTIMORE BRIDGE! THAT WAS A CHINESE COMPANY THAT DID IT THE DAMAGE! LET THEM REPLACE IT.

Boy, you better slow your row! Granite City Steel can handle the job of gurter production, they need the work. American Made as it should be."	https://www.facebook.com/PeggyHubbardIL/posts/pfbid0cdFuyajNjALQ4vBWmQdsZTUg26afguDXzZ6JSKbDVGfHwURfacqYta488zGBDPCql	845 million to demo one ship that ran aground here at simons ga no bridge involved. This bill will be astronomical! They released the tugs. Then hit the bridge! Yup sabotage. China gets to dock no ships and all their funds held to pay for this! Why are we giving money to a country that is buying up property here!	2024-03-27T23:48:58.000Z	fake
Y29tbWVudDo5NzUxMjc3ODA2MzQ5MjBfODA4NTkzNTE0NDYzODUz	22	https://scontent-mia3-2.xx.fbcdn.net/v/t1.6435-1/84856468_104641241119671_4036909017858048000_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_ohc=-5rf32iVBbgQ7kNvgE1h-6w&_nc_ht=scontent-mia3-2.xx&oh=00_AYBHBzTJzJ7_6oC9LkdiZ1loN2JOHSsNABmh2x64iPaGiA&oe=668D8CAC	Joyce Pace	"Pete Buttigieg, at today's press conference regarding the Baltimore Bridge collapse.  Speculated that it will cost the government, i.e. taxpayers unspecified amount of money to rebuild.

Now, let me wrap my wig around this little chestnut.....

WE DIDN'T DANAGE THE DAMN BALTIMORE BRIDGE! THAT WAS A CHINESE COMPANY THAT DID IT THE DAMAGE! LET THEM REPLACE IT.

Boy, you better slow your row! Granite City Steel can handle the job of gurter production, they need the work. American Made as it should be."	https://www.facebook.com/PeggyHubbardIL/posts/pfbid0cdFuyajNjALQ4vBWmQdsZTUg26afguDXzZ6JSKbDVGfHwURfacqYta488zGBDPCql	Withhold all monetary aid to China till they payed up for it	2024-03-27T23:39:41.000Z	fake
Y29tbWVudDo5NzUxMjc3ODA2MzQ5MjBfMTE1OTk3MTg5NTE4MjcwNg==	22	https://scontent-mia3-2.xx.fbcdn.net/v/t1.6435-1/46049535_1950138141733039_5529687075529424896_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=109&ccb=1-7&_nc_sid=5f2048&_nc_ohc=8w6xtVkeBzIQ7kNvgETnFVT&_nc_ht=scontent-mia3-2.xx&oh=00_AYAgxkA2AiXKr5GB7BH9SjLgNDm1egY7McAYpT74tTUuhA&oe=668D6271	Tom Armstrong	"Pete Buttigieg, at today's press conference regarding the Baltimore Bridge collapse.  Speculated that it will cost the government, i.e. taxpayers unspecified amount of money to rebuild.

Now, let me wrap my wig around this little chestnut.....

WE DIDN'T DANAGE THE DAMN BALTIMORE BRIDGE! THAT WAS A CHINESE COMPANY THAT DID IT THE DAMAGE! LET THEM REPLACE IT.

Boy, you better slow your row! Granite City Steel can handle the job of gurter production, they need the work. American Made as it should be."	https://www.facebook.com/PeggyHubbardIL/posts/pfbid0cdFuyajNjALQ4vBWmQdsZTUg26afguDXzZ6JSKbDVGfHwURfacqYta488zGBDPCql	Yep can't believe Biden said we will pay for the bridge. 🤬🤬🤬🤬🤬🤬	2024-03-27T23:26:36.000Z	fake
Y29tbWVudDo5NzUxMjc3ODA2MzQ5MjBfMTMzNTk1OTc4Mzc0ODI5Mw==	8	https://scontent-mia3-2.xx.fbcdn.net/v/t39.30808-1/448124680_7906552692740738_3658323027188984824_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=zF6oLtxQargQ7kNvgEV77ix&_nc_ht=scontent-mia3-2.xx&oh=00_AYB0YVmSQsknux1dxsaUSTqafeEQOZW6FUSdIotywKWayA&oe=666BC3E0	Judy Minghini	"Pete Buttigieg, at today's press conference regarding the Baltimore Bridge collapse.  Speculated that it will cost the government, i.e. taxpayers unspecified amount of money to rebuild.

Now, let me wrap my wig around this little chestnut.....

WE DIDN'T DANAGE THE DAMN BALTIMORE BRIDGE! THAT WAS A CHINESE COMPANY THAT DID IT THE DAMAGE! LET THEM REPLACE IT.

Boy, you better slow your row! Granite City Steel can handle the job of gurter production, they need the work. American Made as it should be."	https://www.facebook.com/PeggyHubbardIL/posts/pfbid0cdFuyajNjALQ4vBWmQdsZTUg26afguDXzZ6JSKbDVGfHwURfacqYta488zGBDPCql	Wait till the supply chain stops... this was not an accident IMO	2024-03-28T02:24:47.000Z	fake
Y29tbWVudDo5NzUxMjc3ODA2MzQ5MjBfNDQ5NTMzODk0MDkyNzcy	2	https://scontent-mia3-2.xx.fbcdn.net/v/t1.6435-1/205667945_2589409581360693_8963815548176405463_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=i5vOUaksrMoQ7kNvgFtXSJ2&_nc_ht=scontent-mia3-2.xx&oh=00_AYA57KzSbkoyOB30K8ymlDFXvc-DBG7Je1MpyWd2T0GKNg&oe=668D7153	Teresa Bishop	"Pete Buttigieg, at today's press conference regarding the Baltimore Bridge collapse.  Speculated that it will cost the government, i.e. taxpayers unspecified amount of money to rebuild.

Now, let me wrap my wig around this little chestnut.....

WE DIDN'T DANAGE THE DAMN BALTIMORE BRIDGE! THAT WAS A CHINESE COMPANY THAT DID IT THE DAMAGE! LET THEM REPLACE IT.

Boy, you better slow your row! Granite City Steel can handle the job of gurter production, they need the work. American Made as it should be."	https://www.facebook.com/PeggyHubbardIL/posts/pfbid0cdFuyajNjALQ4vBWmQdsZTUg26afguDXzZ6JSKbDVGfHwURfacqYta488zGBDPCql	They need to pay for it!!!!	2024-03-28T02:24:26.000Z	fake
Y29tbWVudDo5NzUxMjc3ODA2MzQ5MjBfNzkzMDcxNzI4ODIyOTI0	15	https://scontent-mia3-1.xx.fbcdn.net/v/t39.30808-1/372915878_3640141526255897_2900499302297504366_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=108&ccb=1-7&_nc_sid=5f2048&_nc_ohc=Smwbu8a7rasQ7kNvgGBuKy4&_nc_ht=scontent-mia3-1.xx&oh=00_AYD9Nbvh-FUy-y3KV-dAKj4wU01Rd0_gVDaQdvcOkZIRJQ&oe=666BCEDB	Daniel Dobbs	"Pete Buttigieg, at today's press conference regarding the Baltimore Bridge collapse.  Speculated that it will cost the government, i.e. taxpayers unspecified amount of money to rebuild.

Now, let me wrap my wig around this little chestnut.....

WE DIDN'T DANAGE THE DAMN BALTIMORE BRIDGE! THAT WAS A CHINESE COMPANY THAT DID IT THE DAMAGE! LET THEM REPLACE IT.

Boy, you better slow your row! Granite City Steel can handle the job of gurter production, they need the work. American Made as it should be."	https://www.facebook.com/PeggyHubbardIL/posts/pfbid0cdFuyajNjALQ4vBWmQdsZTUg26afguDXzZ6JSKbDVGfHwURfacqYta488zGBDPCql	The owner of the ship should be responsible for everything	2024-03-28T01:18:23.000Z	fake
Y29tbWVudDo5NzUxMjc3ODA2MzQ5MjBfMTU1MzE1Nzg1MjE5NTg4MA==	3	https://scontent-mia3-1.xx.fbcdn.net/v/t39.30808-1/366229723_860039848910161_5262874538729457406_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=ui0RFKb3_doQ7kNvgGCLU-P&_nc_ht=scontent-mia3-1.xx&oh=00_AYBbkc15IRT-B28toejN7-qdfcgdpHJCYZSqVoIfeZ1NJQ&oe=666BF2A4	NO Filter Seeking Truth	"Pete Buttigieg, at today's press conference regarding the Baltimore Bridge collapse.  Speculated that it will cost the government, i.e. taxpayers unspecified amount of money to rebuild.

Now, let me wrap my wig around this little chestnut.....

WE DIDN'T DANAGE THE DAMN BALTIMORE BRIDGE! THAT WAS A CHINESE COMPANY THAT DID IT THE DAMAGE! LET THEM REPLACE IT.

Boy, you better slow your row! Granite City Steel can handle the job of gurter production, they need the work. American Made as it should be."	https://www.facebook.com/PeggyHubbardIL/posts/pfbid0cdFuyajNjALQ4vBWmQdsZTUg26afguDXzZ6JSKbDVGfHwURfacqYta488zGBDPCql	Mr. Bootyjuice you know about insurance right?	2024-03-28T08:58:51.000Z	fake
Y29tbWVudDo5NzUxMjc3ODA2MzQ5MjBfNDEzODIxOTg0NTcxNjcz	14	https://scontent-mia3-2.xx.fbcdn.net/v/t39.30808-1/447685543_7643580412422627_4118249501715598012_n.jpg?stp=cp6_dst-jpg_p32x32&_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_ohc=W6xbkwSMRMQQ7kNvgEWDQeT&_nc_ht=scontent-mia3-2.xx&oh=00_AYBaygb3JqQPw6iAOCRNVeBOR6npA1vbnom5EpcFRogU5Q&oe=666BF0A4	Jane Donegan	"Pete Buttigieg, at today's press conference regarding the Baltimore Bridge collapse.  Speculated that it will cost the government, i.e. taxpayers unspecified amount of money to rebuild.

Now, let me wrap my wig around this little chestnut.....

WE DIDN'T DANAGE THE DAMN BALTIMORE BRIDGE! THAT WAS A CHINESE COMPANY THAT DID IT THE DAMAGE! LET THEM REPLACE IT.

Boy, you better slow your row! Granite City Steel can handle the job of gurter production, they need the work. American Made as it should be."	https://www.facebook.com/PeggyHubbardIL/posts/pfbid0cdFuyajNjALQ4vBWmQdsZTUg26afguDXzZ6JSKbDVGfHwURfacqYta488zGBDPCql	The ships insurance should pay	2024-03-28T00:26:28.000Z	fake
Y29tbWVudDo5NzUxMjc3ODA2MzQ5MjBfOTgyMTgxOTA2ODYyMjYw	10	https://scontent-mia3-1.xx.fbcdn.net/v/t39.30808-1/415476193_10232966743736962_530462651494538726_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=100&ccb=1-7&_nc_sid=5f2048&_nc_ohc=2mM2XB14tCsQ7kNvgFAiqAv&_nc_ht=scontent-mia3-1.xx&oh=00_AYCWNDB81RrRzxBIman1HNc8D_-YgtXKJKzhfGq9MCECXA&oe=666BC5B0	Diane McEntire Vance	"Pete Buttigieg, at today's press conference regarding the Baltimore Bridge collapse.  Speculated that it will cost the government, i.e. taxpayers unspecified amount of money to rebuild.

Now, let me wrap my wig around this little chestnut.....

WE DIDN'T DANAGE THE DAMN BALTIMORE BRIDGE! THAT WAS A CHINESE COMPANY THAT DID IT THE DAMAGE! LET THEM REPLACE IT.

Boy, you better slow your row! Granite City Steel can handle the job of gurter production, they need the work. American Made as it should be."	https://www.facebook.com/PeggyHubbardIL/posts/pfbid0cdFuyajNjALQ4vBWmQdsZTUg26afguDXzZ6JSKbDVGfHwURfacqYta488zGBDPCql	Just another look here and not there.  Totally have a bad vibe from this.  Look at what just happened days b4 in Moscow. Someone had to get paid,  right? Gotta start moving money from somewhere. Who is going to police the spending on this "project". 🤔	2024-03-27T23:55:48.000Z	fake
Y29tbWVudDo5NzUxMjc3ODA2MzQ5MjBfNDQ2NDc2MTk0NDc2MjY5	7	https://scontent-mia3-1.xx.fbcdn.net/v/t1.6435-1/90771323_635477590343957_81504125497376768_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=106&ccb=1-7&_nc_sid=5f2048&_nc_ohc=WJFyMIGje3oQ7kNvgEZIRhD&_nc_ht=scontent-mia3-1.xx&oh=00_AYBEWK0HlcTuinRDqX1-ddSBSVFyMIfW2rmY-m2k-8PtDg&oe=668D6056	Deborah M Scully-Ibrahim	"Pete Buttigieg, at today's press conference regarding the Baltimore Bridge collapse.  Speculated that it will cost the government, i.e. taxpayers unspecified amount of money to rebuild.

Now, let me wrap my wig around this little chestnut.....

WE DIDN'T DANAGE THE DAMN BALTIMORE BRIDGE! THAT WAS A CHINESE COMPANY THAT DID IT THE DAMAGE! LET THEM REPLACE IT.

Boy, you better slow your row! Granite City Steel can handle the job of gurter production, they need the work. American Made as it should be."	https://www.facebook.com/PeggyHubbardIL/posts/pfbid0cdFuyajNjALQ4vBWmQdsZTUg26afguDXzZ6JSKbDVGfHwURfacqYta488zGBDPCql	"It's all about laundries in money...  U.S.A Tax monies going abroad to all wars and US Made contronsities! 
."	2024-03-28T02:55:49.000Z	fake
Y29tbWVudDo5NzUxMjc3ODA2MzQ5MjBfNzM0OTA0NzkyMDQ1NjA2	5	https://scontent-mia3-2.xx.fbcdn.net/v/t39.30808-1/428602443_7126273004088653_4899681891989901895_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_ohc=QdoUGNE-tmsQ7kNvgHfXiQz&_nc_ht=scontent-mia3-2.xx&oh=00_AYDelQOeWiT8KMlwSsDCgeNVjZE6fGEPnhlNlCbk-AJbBA&oe=666BEDD5	Gayle McNulty-Lewis	"Pete Buttigieg, at today's press conference regarding the Baltimore Bridge collapse.  Speculated that it will cost the government, i.e. taxpayers unspecified amount of money to rebuild.

Now, let me wrap my wig around this little chestnut.....

WE DIDN'T DANAGE THE DAMN BALTIMORE BRIDGE! THAT WAS A CHINESE COMPANY THAT DID IT THE DAMAGE! LET THEM REPLACE IT.

Boy, you better slow your row! Granite City Steel can handle the job of gurter production, they need the work. American Made as it should be."	https://www.facebook.com/PeggyHubbardIL/posts/pfbid0cdFuyajNjALQ4vBWmQdsZTUg26afguDXzZ6JSKbDVGfHwURfacqYta488zGBDPCql	Just print some more and we the tax payers will foot the bill😡😡😡	2024-03-28T00:23:58.000Z	fake
Y29tbWVudDo5NzUxMjc3ODA2MzQ5MjBfMTAwMzQwODc2MTM3NjY5OA==	4	https://scontent-mia3-2.xx.fbcdn.net/v/t1.6435-1/122138170_10220955624658009_3200716369073718540_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=110&ccb=1-7&_nc_sid=5f2048&_nc_ohc=CoQ0rLxq1y0Q7kNvgHg_U2K&_nc_ht=scontent-mia3-2.xx&oh=00_AYDsT_eB99xKdWmUb8CNHqjRTqPnuMiAPTH1XVDs4bypYg&oe=668D7B2B	Sue Wagner	"Pete Buttigieg, at today's press conference regarding the Baltimore Bridge collapse.  Speculated that it will cost the government, i.e. taxpayers unspecified amount of money to rebuild.

Now, let me wrap my wig around this little chestnut.....

WE DIDN'T DANAGE THE DAMN BALTIMORE BRIDGE! THAT WAS A CHINESE COMPANY THAT DID IT THE DAMAGE! LET THEM REPLACE IT.

Boy, you better slow your row! Granite City Steel can handle the job of gurter production, they need the work. American Made as it should be."	https://www.facebook.com/PeggyHubbardIL/posts/pfbid0cdFuyajNjALQ4vBWmQdsZTUg26afguDXzZ6JSKbDVGfHwURfacqYta488zGBDPCql	They still have billions of unused infrastructure money.  They don’t need more….use that!	2024-03-28T01:04:02.000Z	fake
Y29tbWVudDo5NzUxMjc3ODA2MzQ5MjBfMTM1Mzc2MTg4MTk4ODEwNg==	7	https://scontent-mia3-2.xx.fbcdn.net/v/t1.6435-1/43130259_968506236672939_2891531464392835072_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_ohc=yC3_go24ogoQ7kNvgFet3RN&_nc_ht=scontent-mia3-2.xx&oh=00_AYCkN53pGpjS3vxtFamvxJTM2TzZhlB6hf4f9RXRh7c2Sw&oe=668D84D7	Miriam Rockett Hawkins	"Pete Buttigieg, at today's press conference regarding the Baltimore Bridge collapse.  Speculated that it will cost the government, i.e. taxpayers unspecified amount of money to rebuild.

Now, let me wrap my wig around this little chestnut.....

WE DIDN'T DANAGE THE DAMN BALTIMORE BRIDGE! THAT WAS A CHINESE COMPANY THAT DID IT THE DAMAGE! LET THEM REPLACE IT.

Boy, you better slow your row! Granite City Steel can handle the job of gurter production, they need the work. American Made as it should be."	https://www.facebook.com/PeggyHubbardIL/posts/pfbid0cdFuyajNjALQ4vBWmQdsZTUg26afguDXzZ6JSKbDVGfHwURfacqYta488zGBDPCql	The bridge was never updated with bumper guards.  It’s the Government’s fault!	2024-03-27T23:35:29.000Z	fake
Y29tbWVudDo5NzUxMjc3ODA2MzQ5MjBfMjU4MzY2NTk3MzUxODQ4	1	https://scontent-mia3-2.xx.fbcdn.net/v/t1.6435-1/164684347_4468546426493379_1628250659282539169_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=102&ccb=1-7&_nc_sid=5f2048&_nc_ohc=G6fz4j6lTDkQ7kNvgEa9vtr&_nc_ht=scontent-mia3-2.xx&oh=00_AYCrpBAEUtNvzFjDI7O58b76FFIxZ3xVeYOdeNZFaEIzKQ&oe=668D8DDF	Anna Zmigrodzki	"Pete Buttigieg, at today's press conference regarding the Baltimore Bridge collapse.  Speculated that it will cost the government, i.e. taxpayers unspecified amount of money to rebuild.

Now, let me wrap my wig around this little chestnut.....

WE DIDN'T DANAGE THE DAMN BALTIMORE BRIDGE! THAT WAS A CHINESE COMPANY THAT DID IT THE DAMAGE! LET THEM REPLACE IT.

Boy, you better slow your row! Granite City Steel can handle the job of gurter production, they need the work. American Made as it should be."	https://www.facebook.com/PeggyHubbardIL/posts/pfbid0cdFuyajNjALQ4vBWmQdsZTUg26afguDXzZ6JSKbDVGfHwURfacqYta488zGBDPCql	Shouldnt be on the taxpayers .  How about the company who owns the ship they have insurance ?? Sure seems suspicious when no investigation and biden saying it's on the taxpayers.   I did t cause the crash	2024-03-29T03:49:36.000Z	fake
Y29tbWVudDo5NzUxMjc3ODA2MzQ5MjBfMjAzMjE2NzUzMDUwOTkyOQ==	1	https://scontent-mia3-1.xx.fbcdn.net/v/t39.30808-1/345919020_965341477844843_7602341788112799165_n.jpg?stp=cp0_dst-jpg_p32x32&_nc_cat=104&ccb=1-7&_nc_sid=5f2048&_nc_ohc=tredD4PT0PYQ7kNvgH39tNY&_nc_ht=scontent-mia3-1.xx&oh=00_AYB0TdeshBCO7naVb-VtD5dWHC3tiJXhSrrcfSvyU8zh3Q&oe=666BD78E	James Donohue	"Pete Buttigieg, at today's press conference regarding the Baltimore Bridge collapse.  Speculated that it will cost the government, i.e. taxpayers unspecified amount of money to rebuild.

Now, let me wrap my wig around this little chestnut.....

WE DIDN'T DANAGE THE DAMN BALTIMORE BRIDGE! THAT WAS A CHINESE COMPANY THAT DID IT THE DAMAGE! LET THEM REPLACE IT.

Boy, you better slow your row! Granite City Steel can handle the job of gurter production, they need the work. American Made as it should be."	https://www.facebook.com/PeggyHubbardIL/posts/pfbid0cdFuyajNjALQ4vBWmQdsZTUg26afguDXzZ6JSKbDVGfHwURfacqYta488zGBDPCql	The ships insurance company should pay for it	2024-03-28T14:23:13.000Z	fake
Y29tbWVudDo5NzUxMjc3ODA2MzQ5MjBfMTQ1MTg3NTk3MjQwMjcwOQ==	2	https://scontent-mia3-2.xx.fbcdn.net/v/t39.30808-1/433691456_7253087644738646_9158570345807696713_n.jpg?stp=cp6_dst-jpg_p32x32&_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_ohc=pTZXVfCEmPMQ7kNvgF9LlUZ&_nc_ht=scontent-mia3-2.xx&oh=00_AYDjGpwKwfG50XYKINsqY3NYH7w7xYTssT-8m98xjYyTGw&oe=666BE24C	Jeffrey Brightman	"Pete Buttigieg, at today's press conference regarding the Baltimore Bridge collapse.  Speculated that it will cost the government, i.e. taxpayers unspecified amount of money to rebuild.

Now, let me wrap my wig around this little chestnut.....

WE DIDN'T DANAGE THE DAMN BALTIMORE BRIDGE! THAT WAS A CHINESE COMPANY THAT DID IT THE DAMAGE! LET THEM REPLACE IT.

Boy, you better slow your row! Granite City Steel can handle the job of gurter production, they need the work. American Made as it should be."	https://www.facebook.com/PeggyHubbardIL/posts/pfbid0cdFuyajNjALQ4vBWmQdsZTUg26afguDXzZ6JSKbDVGfHwURfacqYta488zGBDPCql	Yep the ships company should have insurance	2024-03-28T02:22:21.000Z	fake
Y29tbWVudDo5NzUxMjc3ODA2MzQ5MjBfNzUxMjE3MjM2NzY2MjE2	0	https://scontent-mia3-2.xx.fbcdn.net/v/t39.30808-1/438303853_1457420158494742_3616781484438983622_n.jpg?stp=cp6_dst-jpg_p32x32&_nc_cat=107&ccb=1-7&_nc_sid=5f2048&_nc_ohc=UEh7hu6KYZYQ7kNvgHmhW-9&_nc_ht=scontent-mia3-2.xx&oh=00_AYABksDUIIrsiVfcG0S2JxHov8yfvK9Bgkj4WcYKqF75kQ&oe=666BEB2D	Ruth Holden	"Pete Buttigieg, at today's press conference regarding the Baltimore Bridge collapse.  Speculated that it will cost the government, i.e. taxpayers unspecified amount of money to rebuild.

Now, let me wrap my wig around this little chestnut.....

WE DIDN'T DANAGE THE DAMN BALTIMORE BRIDGE! THAT WAS A CHINESE COMPANY THAT DID IT THE DAMAGE! LET THEM REPLACE IT.

Boy, you better slow your row! Granite City Steel can handle the job of gurter production, they need the work. American Made as it should be."	https://www.facebook.com/PeggyHubbardIL/posts/pfbid0cdFuyajNjALQ4vBWmQdsZTUg26afguDXzZ6JSKbDVGfHwURfacqYta488zGBDPCql	Let the insurance company for the boat pay!!!  Surely they have insurance.	2024-03-28T17:31:13.000Z	fake
